Company name,Name of Tailing Storage Facility,Country,Status,Construction method,Impact-based hazard category,Guideline followed for hazard classification system,Latitude (Decimal degrees),Longitude (Decimal degrees)
Rio Tinto,Boron - Evaporation Ponds R7,USA,Active,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.03297,-117.73578
Rio Tinto,Boron - Pond 1,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.0397,-117.71776
Rio Tinto,Boron - Pond 2,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.04029,-117.71147
Rio Tinto,Boron - Pond 3,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.0373,-117.71132
Rio Tinto,Boron - Pond 4,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.05091,-117.71392
Rio Tinto,Boron - Pond 5,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.05582,-117.71399
Rio Tinto,Boron - Pond 6,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.03917,-117.72759
Rio Tinto,Boron - Ponds A-E,USA,Closed,N/A (single embankment),Low,California Department of Water Resources Division of Safety of Dams,35.0458,-117.71779
Rio Tinto,Diavik - PKC TSF,Canada,Active,Modified Centreline,High,Canadian Dam Association (CDA),64.4914,-110.31224
Rio Tinto,ERA - Pit 1 TSF,Australia,Closed,N/A (in-pit),Very Low,ANCOLD,-12.69066,132.9161
Rio Tinto,ERA - Pit 3 TSF,Australia,Active,N/A (in-pit),High B,ANCOLD,-12.67528,132.91892
Rio Tinto,ERA - TSF,Australia,Inactive,Downstream,High B,ANCOLD,-12.69026,132.90168
Rio Tinto,Escondida - Hamburgo,Chile,Inactive,N/A (natural depression),N/A: TSF includes no embankments.,N/A,-24.295,-69.053
Rio Tinto,Escondida - Laguna Seca TSF,Chile,Active,Downstream,Very High,Canadian Dam Association (CDA),-24.408,-69.123
Rio Tinto,FalCon Project - Star FMA,Canada,Active,Centreline,Low,Canadian Dam Association (CDA),53.22399,-104.77753
Rio Tinto,Gove - Northern Ponds,Australia,Closed,Downstream,Low,ANCOLD,-12.18981,136.71969
Rio Tinto,Gove - Pond 2,Australia,Inactive,Downstream,High C,ANCOLD,-12.1931,136.71359
Rio Tinto,Gove - Pond 3,Australia,Closed,N/A (mud farming stacking),High C,ANCOLD,-12.19446,136.72209
Rio Tinto,Gove - Pond 4,Australia,Closed,N/A (mud farming stacking),Significant,ANCOLD,-12.19848,136.72995
Rio Tinto,Gove - Pond 5,Australia,Inactive,Downstream,Significant,ANCOLD,-12.2063,136.72572
Rio Tinto,Gove - Pond 6,Australia,Inactive,Downstream,High B,ANCOLD,-12.20084,136.73899
Rio Tinto,Holden - Tailings Pile #1,USA,Closed,Upstream,1C,Washington state/national criteria,48.19753,-120.77576
Rio Tinto,Holden - Tailings Pile #2,USA,Closed,Upstream,1C,Washington state/national criteria,48.19705,-120.76856
Rio Tinto,Holden - Tailings Pile #3,USA,Closed,Upstream,1C,Washington state/national criteria,48.19687,-120.76329
Rio Tinto,Hope Downs 4 - DSP in-pit WFSF,Australia,Active,N/A (in-pit),Very low,ANCOLD,-23.14979,119.56939
Rio Tinto,Hope Downs 4 - WFSF Stage 2,Australia,Active,Downstream,Significant,ANCOLD,-23.13124,119.58704
Rio Tinto,IOC Labrador City - Wabush Lake Disposal,Canada,Active,N/A (lake disposal),Low,Canadian Dam Association (CDA),53,-66.87
Rio Tinto,IOC Sept Iles - Sept-iles Tailings,Canada,Inactive,N/A (single embankment),Very Low,Canadian Dam Association (CDA),50.21811,-66.32314
Rio Tinto,Kelian - Namuk Tailings Storage Facility,Indonesia,Closed,N/A (single embankment),High,Regulation of Directorate General of Water Resources Appendices No : 108/KPTS/A/1998,-0.05793,115.40819
Rio Tinto,Kennecott - South (Magna) TSF Impoundment,USA,Inactive,Upstream,High,Utah Administrative Code R655-10-1 et seq rules for dam safety hazard classifications,40.73433,-112.1256
Rio Tinto,Kennecott - North TSF Impoundment,USA,Active,Modified Centreline,Moderate,Utah Administrative Code R655-10-1 et seq rules for dam safety hazard classifications,40.75834,-112.12846
Rio Tinto,Marandoo - WFSF,Australia,Active,Downstream,High C,ANCOLD,-22.63443,118.10099
Rio Tinto,McGill - Kennecott Nevada Copper,USA,Closed,Upstream,Low,State of Nevada Division of Water Resources Hazard Designation,39.41564,-114.8023
Rio Tinto,Mesa J - TSF1,Australia,Inactive,Downstream,Low,ANCOLD,-21.74257,116.25916
Rio Tinto,Mesa J - TSF2.5,Australia,Closed,N/A (in-pit),Very Low,ANCOLD,-21.76412,116.2525
Rio Tinto,Mesa J - TSF3,Australia,Inactive,Downstream,Very Low,ANCOLD,-21.73704,116.24503
Rio Tinto,Mesa J - TSF4 (TSF2),Australia,Active,Upstream,High C,ANCOLD,-21.75912,116.24496
Rio Tinto,Mesa J - TSF5 (TSF3 South),Australia,Active,Downstream,High C,ANCOLD,-21.7412,116.23862
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-1,Brazil,Inactive,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68322,-56.41798
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-10,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68325,-56.45298
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-11,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68313,-56.46272
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-12,Brazil,Active,N/A (single embankment),Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68648,-56.46907
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-13,Brazil,Active,N/A (single embankment),Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.69405,-56.46783
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-14,Brazil,Active,N/A (single embankment),Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.69918,-56.47018
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-15,Brazil,Active,N/A (single embankment),Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.69917,-56.47503
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-16,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68735,-56.47962
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-19,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68178,-56.46877
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-2/3,Brazil,Inactive,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68445,-56.4038
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-4N,Brazil,Inactive,Upstream,Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68515,-56.42683
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-4S,Brazil,Inactive,Upstream,Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.69148,-56.42743
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-5L,Brazil,Inactive,Upstream,Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68348,-56.43753
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-5O,Brazil,Inactive,Upstream,Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68465,-56.44488
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-6,Brazil,Inactive,Upstream,Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67747,-56.42485
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-7A,Brazil,Inactive,Upstream,Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67215,-56.43432
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-7B,Brazil,Inactive,Upstream,Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67008,-56.4401
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-7C,Brazil,Inactive,Upstream,Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.66985,-56.44507
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-8,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67313,-56.45257
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-9,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67458,-56.46098
Rio Tinto,Mineracao Rio do Norte (MRN) - SP-9A,Brazil,Active,N/A (single embankment),Potential damage: Medium,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.66825,-56.46208
Rio Tinto,Mineracao Rio do Norte (MRN) - TP1,Brazil,Inactive,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.68342,-56.41098
Rio Tinto,Mineracao Rio do Norte (MRN) - TP2,Brazil,Active,N/A (single embankment),Potential damage: High,ANM/DNPM Ordinance  nº 70.389: The classification is done by the independent auditor.,-1.67647,-56.43787
Rio Tinto,Montgrand - Montgrand 0128,France,Closed,N/A (dry stack),Low,European Mining Waste Directive,43.28647,5.48889
Rio Tinto,Mount Rosser - Mount Rosser RDA,Jamaica,Closed,Centreline,Significant,Canadian Dam Association (CDA),18.20752,-77.09123
Rio Tinto,Nammuldi - NBWT WFSF,Australia,Active,Downstream,Significant,ANCOLD,-22.38009,117.33783
Rio Tinto,Olette - Olette 0425,France,Closed,Upstream,Low,European Mining Waste Directive,42.56101,2.28912
Rio Tinto,Oyu Tolgoi - TC1,Mongolia,Active,Downstream,High A,ANCOLD,43.00315,106.89232
Rio Tinto,Paraburdoo - TSF1,Australia,Active,Upstream,Significant,ANCOLD,-23.26194,117.62384
Rio Tinto,QIT Madagascar Minerals (QMM) - Feedprep Pond,Madagascar,Active,N/A (excavated storage facility),Significant,Canadian Dam Association (CDA),-24.9675,47.00806
Rio Tinto,QIT Madagascar Minerals (QMM) - Settling Pond,Madagascar,Active,N/A (excavated storage facility),Significant,Canadian Dam Association (CDA),-24.9625,47.00806
Rio Tinto,Queensland Alumina Limited (QAL) - Ash Pond 1,Australia,Closed,Centreline,Very Low,ANCOLD,-23.86514,151.28357
Rio Tinto,Queensland Alumina Limited (QAL) - Ash Pond 2,Australia,Closed,Centreline,Low,ANCOLD,-23.85695,151.28255
Rio Tinto,Queensland Alumina Limited (QAL) - Ash Pond 3,Australia,Closed,Centreline,Low,ANCOLD,-23.85548,151.28686
Rio Tinto,Queensland Alumina Limited (QAL) - Ash Pond 4,Australia,Active,Upstream,Significant,ANCOLD,-23.8765,151.29657
Rio Tinto,Queensland Alumina Limited (QAL) - Mineral Waste Disposal Facility,Australia,Active,Upstream,Very Low,ANCOLD,-23.87271,151.2939
Rio Tinto,Queensland Alumina Limited (QAL) - Red Mud Dam 1,Australia,Active,Upstream,Significant,ANCOLD,-23.91739,151.32311
Rio Tinto,Queensland Alumina Limited (QAL) - Red Mud Dam 2,Australia,Active,Upstream,High B,ANCOLD,-23.93845,151.32111
Rio Tinto,Resolution - No. 1 and 2 TSF Impoundment,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.29812,-111.10605
Rio Tinto,Resolution - No. 3 and 4 TSF Impoundment,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),33.29639,-111.10489
Rio Tinto,Resolution - No. 5 TSF Impoundment,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.30175,-111.10786
Rio Tinto,Resolution - No. 6 and 7 TSF Impoundment,USA,Closed,Modified Centreline,High,Canadian Dam Association (CDA),33.30142,-111.11338
Rio Tinto,Richards Bay Minerals (RBM) - Clarifier Site,South Africa,Active,Downstream,Low,"SANS 10862, Code Of Practice for Mine Residue (1998)",-28.70239,32.20633
Rio Tinto,Ridgeway - Ridgeway TSF,USA,Closed,Downstream,Significant,Canadian Dam Association (CDA),34.27101,-80.90087
Rio Tinto,Rössing - Rossing Uranium,Namibia,Active,Upstream,Category 1,"Western Austalian Department of Mines, Industry Regulation and Safety Code of Practice",-22.455,15.03
Rio Tinto,Saint Cyr - Saint Cyr 0426,France,Closed,Downstream,Low,European Mining Waste Directive,43.27548,5.48027
Rio Tinto,Salindres - Salindres 0431 - B2,France,Closed,Upstream,Low,European Mining Waste Directive,44.16504,4.14985
Rio Tinto,Segoussac - Segoussac 0126,France,Closed,Downstream,Low,European Mining Waste Directive,44.20231,4.15795
Rio Tinto,Sorel-Tracy - P84,Canada,Active,N/A (dry stack),Significant,Canadian Dam Association (CDA),45.973,-73.168
Rio Tinto,Sweetwater - Kennecott Uranium Company,USA,Inactive,N/A (single embankment),Low,Wyoming state/national criteria,42.05327,-107.89085
Rio Tinto,Tom Price - TSF1,Australia,Inactive,Downstream,Very Low,ANCOLD,-22.71664,117.80191
Rio Tinto,Tom Price - TSF2A,Australia,Active,Upstream,High C,ANCOLD,-22.72349,117.80393
Rio Tinto,Vaudreuil - Laterriere TSF - Basins XC-XD,Canada,Inactive,Downstream,High,Canadian Dam Association (CDA),48.34421,-71.2042
Rio Tinto,Vaudreuil - Local TSF - Jonquiere,Canada,Active,Downstream,Very High,Canadian Dam Association (CDA),48.41559,-71.15169
Rio Tinto,Weipa - Andoom TSF,Australia,Active,Upstream,High C,ANCOLD,-12.52302,141.84215
Rio Tinto,Weipa - East Weipa Emergency TSF,Australia,Inactive,Modified Centreline,High C,ANCOLD,-12.66507,141.87952
Rio Tinto,Weipa - East Weipa TSF1 and 2 (EW1 & 2),Australia,Inactive,Modified Centreline,Low,ANCOLD,-12.66802,141.89163
Rio Tinto,Weipa - East Weipa TSF4 (EW4),Australia,Active,Upstream,High A,ANCOLD,-12.65124,141.86974
Rio Tinto,Weipa - G & X Dam,Australia,Closed,Upstream,Very Low,ANCOLD,-12.65528,141.85232
Rio Tinto,Weipa - G2 Dam,Australia,Closed,Downstream,Very Low,ANCOLD,-12.66241,141.84233
Rio Tinto,Weipa - Torro TSF,Australia,Active,N/A (single embankment),High C,ANCOLD,-12.99423,141.61315
Rio Tinto,Weipa - West Weipa TSF2 Dam (including G1 Dam),Australia,Inactive,Upstream,Significant,ANCOLD,-12.6499,141.84887
Rio Tinto,Whinnyhall - Whinnyhall Landfill,UK,Closed,N/A (single embankment),Low,Canadian Dam Association (CDA),56.07323,-3.21091
Rio Tinto,Yandicoogina - WFC1,Australia,Inactive,Downstream,Very Low,ANCOLD,-22.7667,119.22004
Rio Tinto,Yandicoogina - WFC2/4,Australia,Active,Centreline,High C,ANCOLD,-22.75407,119.22877
Rio Tinto,Yandicoogina - WFC3,Australia,Inactive,Downstream,High C,ANCOLD,-22.81468,119.25733
Rio Tinto,Yandicoogina - WFC3A,Australia,Active,Downstream,High C,ANCOLD,-22.81011,119.2598
Rio Tinto,Yarwun - RMA1,Australia,Active,Downstream,High B,ANCOLD,-23.86659,151.07449
Sibanye-Stillwater,Cooke TSF,South Africa,Care and Maintenance ,Daywall paddock construction Upstream,Low,"SANS 10286:1998, Safety Classification",-26.24345278,27.749525
Sibanye-Stillwater,"Millsite complex (38,39,40,41, Valley dam)",South Africa,Care and maintenance and hydraulic reclamation,Daywall paddock construction Upstream,Low,"SANS 10286:1998, Safety Classification",-26.13174444,27.70181389
Sibanye-Stillwater,Ezulwini South TSF,South Africa,Care and Maintenance ,Daywall paddock construction Upstream,Low,"SANS 10286:1998, Safety Classification",-26.00635278,27.71976667
Sibanye-Stillwater,Ezulwini North TSF,South Africa,Operating,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-26.35345,27.72567778
Sibanye-Stillwater,Kloof TSF 2,South Africa,Operating,Daywall paddock construction Upstream,Medium,"SANS 10286:1998, Safety Classification",-26.44344167,27.59084444
Sibanye-Stillwater,Leeudoorn TSF,South Africa,Operating,Daywall paddock construction Upstream,Medium,"SANS 10286:1998, Safety Classification",-26.46010278,27.56800278
Sibanye-Stillwater,Driefontein 1 TSF,South Africa,Operating,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-26.24345278,27.749525
Sibanye-Stillwater,Driefontein 2 TSF,South Africa,Operating,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-26.37052778,27.50265833
Sibanye-Stillwater,BTX1,South Africa,Care and Maintenance ,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-28.28695,26.77041111
Sibanye-Stillwater,BTX2,South Africa,Operating,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-28.27369722,26.77165833
Sibanye-Stillwater,BTX4 (Oryx TSF),South Africa,Operating,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-28.188975,26.70373611
Sibanye-Stillwater,Burnstone TSF,South Africa,Care and Maintenance ,Daywall paddock construction Upstream,High,"SANS 10286:1998, Safety Classification",-26.62243333,28.67823611
Sibanye-Stillwater,"Rustenburg, Paardekraal - Central (Consolidated PK1, PK2 and PK3)",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.6373,27.3171
Sibanye-Stillwater,"Rustenburg, Paardekraal - PK4",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.6273,27.3053
Sibanye-Stillwater,"Rustenburg, Paardekraal - PK5",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.6457,27.3271
Sibanye-Stillwater,"Western Limb Tailings Retreatment Plant (WLTRP), Hoedspruit",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.6727,27.4097
Sibanye-Stillwater,"Kroondal JV, K1",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.71306,27.3296
Sibanye-Stillwater,"Kroondal JV, K150",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.7164,27.35163
Sibanye-Stillwater,"Kroondal JV, K2",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.71688,27.3604
Sibanye-Stillwater,"Kroondal JV, Marikana",South Africa,Active,Upstream,5-Major (High),SANS 10286,-25.732519,27.40939
Sibanye-Stillwater,"US PGM, TSF 1",USA,Active,Downstream,Significant,U.S. Army Corp of Engineers,45.50755833,-110.0876667
Sibanye-Stillwater,"US PGM, TSF 2",USA,Active,Downstream,High,Federal Guidelines for Dam Safety - Federal Emergency Management Agency (FEMA),45.38465556,-109.8766528
Sibanye-Stillwater,"US PGM, TSF 3",USA,Active,Downstream,High,U.S. Army Corp of Engineers,45.453675,-109.7876139
Sibanye-Stillwater,Driefontein TSF 4,South Africa,Active,Cycloning,High,SANS 10286,-26.34748333,27.45585
Sibanye-Stillwater,Driefontein TSF 5,South Africa,Ongoing Reclamation,Day Wall,N/A,SANS 10286,-26.39878333,27.41415
Sibanye-Stillwater,Driefontein TSF 3,South Africa,Inactive,Day Wall,High,SANS 10286,-26.36845,27.45076667
Sibanye-Stillwater,Libanon TSF,South Africa,Inactive,Day Wall,High,SANS 10286,-26.33726667,27.61826667
Sibanye-Stillwater,Venterspost North TSF,South Africa,Inactive,Day Wall,High,SANS 10286,-26.26218333,27.63768333
Sibanye-Stillwater,Venterspost South TSF,South Africa,Inactive,Day Wall,High,SANS 10286,-26.27828333,27.63736667
Sibanye-Stillwater,"Lonmin WPL, WTD1",South Africa,Inactive,Upstream,Medium hazard,SANS 10286,-25.70848333,27.50929444
Sibanye-Stillwater,"Lonmin WPL, WTD2",South Africa,Inactive – Currently being mechanically mined for underground support,Upstream,Medium hazard,SANS 10286,-25.71495556,27.52689167
Sibanye-Stillwater,"Lonmin WPL, WTD",South Africa,Inactive,Upstream,High hazard,SANS 10286,-25.69677778,27.52640833
Sibanye-Stillwater,"Lonmin WPL, WTD6",South Africa,Active,Upstream,High hazard,SANS 10286,-25.67445833,27.55824722
Sibanye-Stillwater,"Lonmin WPL, WTD7",South Africa,Inactive,Upstream,High hazard,SANS 10286,-25.70201389,27.540875
Sibanye-Stillwater,"Lonmin Karee, KTD1",South Africa,Inactive,Upstream,High hazard,SANS 10286,-25.68150833,27.45221111
Sibanye-Stillwater,"Lonmin Karee, KTD2",South Africa,Active,Upstream,High hazard,SANS 10286,-25.67686389,27.44595
Sibanye-Stillwater,"Lonmin Karee, KTD3A",South Africa,Active,Upstream,High hazard,SANS 10286,-25.67693611,27.43701389
Sibanye-Stillwater,"Lonmin Karee, KTD3B",South Africa,Active,Upstream,High hazard,SANS 10286,-25.68211667,27.43374167
Sibanye-Stillwater,"Lonmin Karee, KTD4A",South Africa,Active,Upstream,Medium hazard,SANS 10286,-25.64981111,27.44907222
Sibanye-Stillwater,"Lonmin Karee, KTD4B",South Africa,Active,Upstream,Medium hazard,SANS 10286,-25.65231389,27.44403611
Sibanye-Stillwater,"Lonmin Easterns, ETD1",South Africa,Hydraulically re-mined for PGM and Chrome extraction,Upstream,High hazard,SANS 10286,-25.68698611,27.60415278
Sibanye-Stillwater,"Lonmin Easterns, ETD2",South Africa,Active,Upstream,High hazard,SANS 10286,-25.68716389,27.59569444
Sibanye-Stillwater,Lonmin Platinum Limpopo Division – Baobab Shaft,South Africa,Active,Upstream,High hazard,SANS 10286,-24.36978333,29.47118611
Teck,Beaverdell North Tailings Storage Facility,Canada,Inactive,Downstream,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.441605,-119.095922
Teck,Beaverdell South Tailings Storage Facility,Canada,Inactive,Downstream,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.435957,-119.097717
Teck,Bullmoose Tailings Storage Facility,Canada,Inactive,Downstream,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",55.136278,-121.476274
Teck,Douglas Mine,USA,Closed,Downstream,Not High Hazard,"Montana Department of Natural Resources and Conservation, Dam Safety Section",46.523795,-113.182639
Teck,Duck Pond Tailings Management Facility,Canada,Inactive,Downtream - Single stage Construction,Low,Canadian Dam Association (CDA),48.64748,-56.490561
Teck,Elkview Lagoon A,Canada,Inactive,Downstream - Single Stage Construction,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.7525131,-114.874237
Teck,Elkview Lagoon B,Canada,Inactive,Downstream - Single Stage Construction,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.7540611,-114.8742807
Teck,Elkview Lagoon C,Canada,Inactive,"Downstream, with an upstream portion",High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.754622,-114.87837
Teck,Elkview Lagoon D,Canada,Active,Central Point Discharge and then Upstream,Very High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.748306,-114.874921
Teck,Elkview West Fork Tailings Facility,Canada,Active,Waste Dump confined (Downstream),Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.751937,-114.791046
Teck,Embalse de Relaves Carmen de Andacollo,Chile,Active,Downstream,Very High,Canadian Dam Association (CDA),-30.266758,-71.103254
Teck,Fisherman Road Tailings Impoundment Area,Canada,Inactive,Single Stage,Significant,Canadian Dam Association (CDA),49.484757,-117.390042
Teck,Fording River 2 Pit - 3 Pit Tailings Disposal Area,Canada,Inactive,Downstream,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",50.180256,-114.896016
Teck,Fording River North Tailings Pond,Canada,Inactive,Downstream,Very High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",50.190698,-114.895532
Teck,Fording River South Tailings Pond,Canada,Active,Downstream,Very High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",50.177177,-114.87642
Teck,Fording River Turnbull Pit South Tailings Storage Facility,Canada,Active,N/A - in-pit facility,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",50.218553,-114.873263
Teck,Greenhills Tailings Storage Facility,Canada,Active,Downstream,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",50.059724,-114.861663
Teck,"Highland Valley Copper, Bethlehem",Canada,Inactive,Hybrid - Upstream / Modified Centreline & Centerline / Downstream,Very High,Canadian Dam Association (CDA),50.5094,-120.987025
Teck,"Highland Valley Copper, Highland",Canada,Active,Centreline,Extreme,Canadian Dam Association (CDA),50.547334,-121.122614
Teck,"Highland Valley Copper, Highmont",Canada,Inactive,Centreline,High,Canadian Dam Association (CDA),50.432155,-120.92119
Teck,"Highland Valley Copper, Trojan",Canada,Inactive,Hybrid - Centerline / Upstream,Very High,Canadian Dam Association (CDA),50.514552,-121.005987
Teck,Louvicourt TSF,Canada,Inactive,Downstream,Very High,Canadian Dam Association (CDA),48.132622,-77.601511
Teck,Magmont Tailings Dam,USA,Inactive,Downstream,High,Canadian Dam Association (CDA),37.630936,-91.108224
Teck,Pend Oreille Tailings Pond 1,USA,Closed,Upstream,High,Canadian Dam Association (CDA),48.889872,-117.35168
Teck,Pend Oreille Tailings Pond 2,USA,Closed,Downstream,High,Canadian Dam Association (CDA),48.889117,-117.348237
Teck,Pend Oreille Tailings Pond 3,USA,Active,Downstream,High,Canadian Dam Association (CDA),48.881379,-117.348786
Teck,Pinchi Tailings Storage Facility,Canada,Inactive,Downstream,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",54.627353,-124.426425
Teck,Pine Point Tailings Impoundment Area,Canada,Inactive,Downstream,Low/Significant,Canadian Dam Association (CDA),60.879272,-114.437272
Teck,Quintette Plantsite TSF,Canada,Inactive,Downstream,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",55.014314,-120.992153
Teck,Quintette Shikano TSF,Canada,Inactive,Downstream - Single Stage Construction,Significant,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",54.986541,-121.026815
Teck,Red Dog Tailings Storage Facility,USA,Active,Downstream/Centerline Hybrid,High,"Canadian Dam Association, Alaska Department Natural Resources Dam Safety Guidelines",68.060681,-162.871763
Teck,Sa Dena Hes North Tailings Pond,Canada,Closed,Downstream,Significant,Canadian Dam Association (CDA),60.52825,-128.850678
Teck,Sullivan Calcine Tailings Storage Facility,Canada,Inactive,Upstream,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.647142,-115.956205
Teck,"Sullivan East Gypsum Dike, West Gypsum Dike, Gypsum Divider Dike, NorthEast Gypsum Dike",Canada,Inactive,Upstream,High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.64453,-115.93552
Teck,Sullivan Iron pond,Canada,Inactive,"Upstream, final 3 raises Downstream",High,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.657872,-115.937887
Teck,Sullivan Old Iron Dike and Iron TSF Divider Dike,Canada,Inactive,Unknown - no design,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.658303,-115.952749
Teck,"Sullivan Siliceous No. 1 Dike, Siliceous No. 2 Dike, Siliceous No. 3 Dike",Canada,Inactive,Upstream,Low,"BC Health, Safety and Reclamation Code for Mines 2017 (code references CDA Guidelines)",49.657971,-115.923106
